City,Venue,Host_Country,Date,Match Type,Team 1,Team 2,Team 1 Captain,Team 2 Captain,Team 1 Wicket Keeper,Team 2 Wicket Keeper,Toss Winner,Decision,Opening Team,Winner,By Runs,By Wickets,Run Won By,Wickets Won By,Player of the Match,Umpire 1,Umpire 2
Mumbai,Wankhede Stadium,India,14-05-2015,Group Stage,Mumbai Indians,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Mumbai Indians,Mumbai Indians,1,0,5,,HH Pandya,RK Illingworth,VA Kulkarni
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,15-05-2015,Group Stage,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,,6,V Kohli,AK Chaudhary,HDPK Dharmasena
Chandigarh,"Punjab Cricket Association Stadium, Mohali",India,16-05-2015,Group Stage,Kings XI Punjab,Chennai Super Kings,,,,,Kings XI Punjab,bat,Kings XI Punjab,Chennai Super Kings,0,1,,7,P Negi,CK Nandan,C Shamshuddin
Mumbai,Brabourne Stadium,India,16-05-2015,Group Stage,Rajasthan Royals,Kolkata Knight Riders,,,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,9,,SR Watson,RM Deshpande,RK Illingworth
Bangalore,M Chinnaswamy Stadium,India,17-05-2015,Group Stage,Royal Challengers Bangalore,Delhi Daredevils,,,,,Royal Challengers Bangalore,field,Delhi Daredevils,Tied,,,,,,HDPK Dharmasena,K Srinivasan
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,17-05-2015,Group Stage,Sunrisers Hyderabad,Mumbai Indians,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,0,1,,9,MJ McClenaghan,CB Gaffaney,K Srinath
Mumbai,Wankhede Stadium,India,19-05-2015,Group Stage,Chennai Super Kings,Mumbai Indians,,,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,25,,KA Pollard,HDPK Dharmasena,RK Illingworth
Pune,Maharashtra Cricket Association Stadium,India,20-05-2015,Group Stage,Royal Challengers Bangalore,Rajasthan Royals,,,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,71,,AB de Villiers,AK Chaudhary,C Shamshuddin
Ranchi,JSCA International Stadium Complex,India,22-05-2015,Group Stage,Chennai Super Kings,Royal Challengers Bangalore,,,,,Chennai Super Kings,field,Royal Challengers Bangalore,Chennai Super Kings,0,1,,3,A Nehra,AK Chaudhary,CB Gaffaney
Kolkata,Eden Gardens,India,24-05-2015,Group Stage,Mumbai Indians,Chennai Super Kings,,,,,Chennai Super Kings,field,Mumbai Indians,Mumbai Indians,1,0,41,,RG Sharma,HDPK Dharmasena,RK Illingworth
Mumbai,Wankhede Stadium,India,09-04-2016,Group Stage,Mumbai Indians,Rising Pune Supergiants,,,,,Mumbai Indians,bat,Mumbai Indians,Rising Pune Supergiants,0,1,,9,AM Rahane,HDPK Dharmasena,CK Nandan
Kolkata,Eden Gardens,India,10-04-2016,Group Stage,Kolkata Knight Riders,Delhi Daredevils,,,,,Kolkata Knight Riders,field,Delhi Daredevils,Kolkata Knight Riders,0,1,,9,AD Russell,S Ravi,C Shamshuddin
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,11-04-2016,Group Stage,Kings XI Punjab,Gujarat Lions,,,,,Gujarat Lions,field,Kings XI Punjab,Gujarat Lions,0,1,,5,AJ Finch,AK Chaudhary,VA Kulkarni
Bangalore,M Chinnaswamy Stadium,India,12-04-2016,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,45,,AB de Villiers,HDPK Dharmasena,VK Sharma
Kolkata,Eden Gardens,India,13-04-2016,Group Stage,Kolkata Knight Riders,Mumbai Indians,,,,,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,0,1,,6,RG Sharma,Nitin Menon,S Ravi
Rajkot,Saurashtra Cricket Association Stadium,India,14-04-2016,Group Stage,Gujarat Lions,Rising Pune Supergiants,,,,,Rising Pune Supergiants,bat,Rising Pune Supergiants,Gujarat Lions,0,1,,7,AJ Finch,VA Kulkarni,CK Nandan
Delhi,Feroz Shah Kotla,India,15-04-2016,Group Stage,Delhi Daredevils,Kings XI Punjab,,,,,Delhi Daredevils,field,Kings XI Punjab,Delhi Daredevils,0,1,,8,A Mishra,S Ravi,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,16-04-2016,Group Stage,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,,8,G Gambhir,AK Chaudhary,CK Nandan
Mumbai,Wankhede Stadium,India,16-04-2016,Group Stage,Mumbai Indians,Gujarat Lions,,,,,Gujarat Lions,field,Mumbai Indians,Gujarat Lions,0,1,,3,AJ Finch,HDPK Dharmasena,VK Sharma
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,17-04-2016,Group Stage,Kings XI Punjab,Rising Pune Supergiants,,,,,Rising Pune Supergiants,bat,Rising Pune Supergiants,Kings XI Punjab,0,1,,6,M Vohra,S Ravi,C Shamshuddin
Bangalore,M Chinnaswamy Stadium,India,17-04-2016,Group Stage,Royal Challengers Bangalore,Delhi Daredevils,,,,,Delhi Daredevils,field,Royal Challengers Bangalore,Delhi Daredevils,0,1,,7,Q de Kock,VA Kulkarni,A Nand Kishore
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,18-04-2016,Group Stage,Sunrisers Hyderabad,Mumbai Indians,,,,,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,0,1,,7,DA Warner,HDPK Dharmasena,VK Sharma
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,19-04-2016,Group Stage,Kings XI Punjab,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Kings XI Punjab,Kolkata Knight Riders,0,1,,6,RV Uthappa,S Ravi,C Shamshuddin
Mumbai,Wankhede Stadium,India,20-04-2016,Group Stage,Mumbai Indians,Royal Challengers Bangalore,,,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,6,RG Sharma,AK Chaudhary,CK Nandan
Rajkot,Saurashtra Cricket Association Stadium,India,21-04-2016,Group Stage,Gujarat Lions,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,field,Gujarat Lions,Sunrisers Hyderabad,0,1,,10,B Kumar,K Bharatan,HDPK Dharmasena
Pune,Maharashtra Cricket Association Stadium,India,22-04-2016,Group Stage,Rising Pune Supergiants,Royal Challengers Bangalore,,,,,Rising Pune Supergiants,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,13,,AB de Villiers,CB Gaffaney,VK Sharma
Delhi,Feroz Shah Kotla,India,23-04-2016,Group Stage,Delhi Daredevils,Mumbai Indians,,,,,Mumbai Indians,field,Delhi Daredevils,Delhi Daredevils,1,0,10,,SV Samson,S Ravi,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,23-04-2016,Group Stage,Sunrisers Hyderabad,Kings XI Punjab,,,,,Sunrisers Hyderabad,field,Kings XI Punjab,Sunrisers Hyderabad,0,1,,5,Mustafizur Rahman,AK Chaudhary,CK Nandan
Rajkot,Saurashtra Cricket Association Stadium,India,24-04-2016,Group Stage,Gujarat Lions,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Gujarat Lions,0,1,,6,V Kohli,K Bharatan,BNJ Oxenford
Pune,Maharashtra Cricket Association Stadium,India,24-04-2016,Group Stage,Rising Pune Supergiants,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Rising Pune Supergiants,Kolkata Knight Riders,0,1,,2,SA Yadav,CB Gaffaney,A Nand Kishore
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,25-04-2016,Group Stage,Kings XI Punjab,Mumbai Indians,,,,,Kings XI Punjab,field,Mumbai Indians,Mumbai Indians,1,0,25,,PA Patel,Nitin Menon,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,26-04-2016,Group Stage,Sunrisers Hyderabad,Rising Pune Supergiants,,,,,Rising Pune Supergiants,field,Sunrisers Hyderabad,Rising Pune Supergiants,1,0,34,,AB Dinda,AY Dandekar,CK Nandan
Delhi,Feroz Shah Kotla,India,27-04-2016,Group Stage,Delhi Daredevils,Gujarat Lions,,,,,Delhi Daredevils,field,Gujarat Lions,Gujarat Lions,1,0,1,,CH Morris,M Erasmus,S Ravi
Mumbai,Wankhede Stadium,India,28-04-2016,Group Stage,Mumbai Indians,Kolkata Knight Riders,,,,,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,0,1,,6,RG Sharma,Nitin Menon,RJ Tucker
Pune,Maharashtra Cricket Association Stadium,India,29-04-2016,Group Stage,Rising Pune Supergiants,Gujarat Lions,,,,,Gujarat Lions,field,Rising Pune Supergiants,Gujarat Lions,0,1,,3,DR Smith,CB Gaffaney,BNJ Oxenford
Delhi,Feroz Shah Kotla,India,30-04-2016,Group Stage,Delhi Daredevils,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Delhi Daredevils,Delhi Daredevils,1,0,27,,CR Brathwaite,KN Ananthapadmanabhan,M Erasmus
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,30-04-2016,Group Stage,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,15,,DA Warner,AK Chaudhary,HDPK Dharmasena
Rajkot,Saurashtra Cricket Association Stadium,India,01-05-2016,Group Stage,Gujarat Lions,Kings XI Punjab,,,,,Gujarat Lions,field,Kings XI Punjab,Kings XI Punjab,1,0,23,,AR Patel,BNJ Oxenford,VK Sharma
Pune,Maharashtra Cricket Association Stadium,India,01-05-2016,Group Stage,Rising Pune Supergiants,Mumbai Indians,,,,,Mumbai Indians,field,Rising Pune Supergiants,Mumbai Indians,0,1,,8,RG Sharma,AY Dandekar,RJ Tucker
Bangalore,M Chinnaswamy Stadium,India,02-05-2016,Group Stage,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,,5,AD Russell,M Erasmus,S Ravi
Rajkot,Saurashtra Cricket Association Stadium,India,03-05-2016,Group Stage,Gujarat Lions,Delhi Daredevils,,,,,Delhi Daredevils,field,Gujarat Lions,Delhi Daredevils,0,1,,8,RR Pant,CB Gaffaney,BNJ Oxenford
Kolkata,Eden Gardens,India,04-05-2016,Group Stage,Kolkata Knight Riders,Kings XI Punjab,,,,,Kings XI Punjab,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,7,,AD Russell,AK Chaudhary,HDPK Dharmasena
Delhi,Feroz Shah Kotla,India,05-05-2016,Group Stage,Delhi Daredevils,Rising Pune Supergiants,,,,,Rising Pune Supergiants,field,Delhi Daredevils,Rising Pune Supergiants,0,1,,7,AM Rahane,C Shamshuddin,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,06-05-2016,Group Stage,Sunrisers Hyderabad,Gujarat Lions,,,,,Sunrisers Hyderabad,field,Gujarat Lions,Sunrisers Hyderabad,0,1,,5,B Kumar,M Erasmus,S Ravi
Bangalore,M Chinnaswamy Stadium,India,07-05-2016,Group Stage,Royal Challengers Bangalore,Rising Pune Supergiants,,,,,Royal Challengers Bangalore,field,Rising Pune Supergiants,Royal Challengers Bangalore,0,1,,7,V Kohli,CB Gaffaney,BNJ Oxenford
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,07-05-2016,Group Stage,Kings XI Punjab,Delhi Daredevils,,,,,Delhi Daredevils,field,Kings XI Punjab,Kings XI Punjab,1,0,9,,MP Stoinis,HDPK Dharmasena,CK Nandan
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,08-05-2016,Group Stage,Mumbai Indians,Sunrisers Hyderabad,,,,,Mumbai Indians,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,85,,A Nehra,S Ravi,C Shamshuddin
Kolkata,Eden Gardens,India,08-05-2016,Group Stage,Kolkata Knight Riders,Gujarat Lions,,,,,Gujarat Lions,field,Kolkata Knight Riders,Gujarat Lions,0,1,,5,P Kumar,M Erasmus,RJ Tucker
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,09-05-2016,Group Stage,Kings XI Punjab,Royal Challengers Bangalore,,,,,Kings XI Punjab,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,1,,SR Watson,AK Chaudhary,HDPK Dharmasena
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,10-05-2016,Group Stage,Rising Pune Supergiants,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,4,,A Zampa,CB Gaffaney,VK Sharma
Bangalore,M Chinnaswamy Stadium,India,11-05-2016,Group Stage,Royal Challengers Bangalore,Mumbai Indians,,,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,6,KH Pandya,AY Dandekar,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,12-05-2016,Group Stage,Sunrisers Hyderabad,Delhi Daredevils,,,,,Delhi Daredevils,field,Sunrisers Hyderabad,Delhi Daredevils,0,1,,7,CH Morris,K Bharatan,M Erasmus
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,13-05-2016,Group Stage,Mumbai Indians,Kings XI Punjab,,,,,Mumbai Indians,bat,Mumbai Indians,Kings XI Punjab,0,1,,7,MP Stoinis,HDPK Dharmasena,CK Nandan
Bangalore,M Chinnaswamy Stadium,India,14-05-2016,Group Stage,Royal Challengers Bangalore,Gujarat Lions,,,,,Gujarat Lions,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,144,,AB de Villiers,AY Dandekar,VK Sharma
Kolkata,Eden Gardens,India,14-05-2016,Group Stage,Kolkata Knight Riders,Rising Pune Supergiants,,,,,Rising Pune Supergiants,bat,Rising Pune Supergiants,Kolkata Knight Riders,0,1,,8,YK Pathan,A Nand Kishore,BNJ Oxenford
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,15-05-2016,Group Stage,Kings XI Punjab,Sunrisers Hyderabad,,,,,Kings XI Punjab,bat,Kings XI Punjab,Sunrisers Hyderabad,0,1,,7,HM Amla,KN Ananthapadmanabhan,M Erasmus
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,15-05-2016,Group Stage,Mumbai Indians,Delhi Daredevils,,,,,Delhi Daredevils,field,Mumbai Indians,Mumbai Indians,1,0,80,,KH Pandya,Nitin Menon,CK Nandan
Kolkata,Eden Gardens,India,16-05-2016,Group Stage,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,,9,V Kohli,CB Gaffaney,A Nand Kishore
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,17-05-2016,Group Stage,Rising Pune Supergiants,Delhi Daredevils,,,,,Rising Pune Supergiants,field,Delhi Daredevils,Rising Pune Supergiants,1,0,19,,AB Dinda,Nitin Menon,C Shamshuddin
Bangalore,M Chinnaswamy Stadium,India,18-05-2016,Group Stage,Royal Challengers Bangalore,Kings XI Punjab,,,,,Kings XI Punjab,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,82,,V Kohli,KN Ananthapadmanabhan,M Erasmus
Kanpur,Green Park,India,19-05-2016,Group Stage,Gujarat Lions,Kolkata Knight Riders,,,,,Gujarat Lions,field,Kolkata Knight Riders,Gujarat Lions,0,1,,6,DR Smith,AK Chaudhary,CK Nandan
Raipur,Shaheed Veer Narayan Singh International Stadium,India,20-05-2016,Group Stage,Delhi Daredevils,Sunrisers Hyderabad,,,,,Delhi Daredevils,field,Sunrisers Hyderabad,Delhi Daredevils,0,1,,6,KK Nair,A Nand Kishore,BNJ Oxenford
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,21-05-2016,Group Stage,Rising Pune Supergiants,Kings XI Punjab,,,,,Kings XI Punjab,bat,Kings XI Punjab,Rising Pune Supergiants,0,1,,4,MS Dhoni,HDPK Dharmasena,Nitin Menon
Kanpur,Green Park,India,21-05-2016,Group Stage,Gujarat Lions,Mumbai Indians,,,,,Gujarat Lions,field,Mumbai Indians,Gujarat Lions,0,1,,6,SK Raina,AK Chaudhary,CK Nandan
Kolkata,Eden Gardens,India,22-05-2016,Group Stage,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,22,,YK Pathan,KN Ananthapadmanabhan,M Erasmus
Raipur,Shaheed Veer Narayan Singh International Stadium,India,22-05-2016,Group Stage,Delhi Daredevils,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Delhi Daredevils,Royal Challengers Bangalore,0,1,,6,V Kohli,A Nand Kishore,BNJ Oxenford
Bangalore,M Chinnaswamy Stadium,India,24-05-2016,Group Stage,Gujarat Lions,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Gujarat Lions,Royal Challengers Bangalore,0,1,,4,AB de Villiers,AK Chaudhary,HDPK Dharmasena
Delhi,Feroz Shah Kotla,India,25-05-2016,Group Stage,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,22,,MC Henriques,M Erasmus,C Shamshuddin
Delhi,Feroz Shah Kotla,India,27-05-2016,Group Stage,Gujarat Lions,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,field,Gujarat Lions,Sunrisers Hyderabad,0,1,,4,DA Warner,M Erasmus,CK Nandan
Bangalore,M Chinnaswamy Stadium,India,29-05-2016,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,8,,BCJ Cutting,HDPK Dharmasena,BNJ Oxenford
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,05-04-2017,Group Stage,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,35,,Yuvraj Singh,AY Dandekar,NJ Llong
Pune,Maharashtra Cricket Association Stadium,India,06-04-2017,Group Stage,Rising Pune Supergiant,Mumbai Indians,,,,,Rising Pune Supergiant,field,Mumbai Indians,Rising Pune Supergiant,0,1,,7,SPD Smith,A Nand Kishore,S Ravi
Rajkot,Saurashtra Cricket Association Stadium,India,07-04-2017,Group Stage,Gujarat Lions,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Gujarat Lions,Kolkata Knight Riders,0,1,,10,CA Lynn,Nitin Menon,CK Nandan
Indore,Holkar Cricket Stadium,India,08-04-2017,Group Stage,Kings XI Punjab,Rising Pune Supergiant,,,,,Kings XI Punjab,field,Rising Pune Supergiant,Kings XI Punjab,0,1,,6,GJ Maxwell,AK Chaudhary,C Shamshuddin
Bengaluru,M.Chinnaswamy Stadium,India,08-04-2017,Group Stage,Royal Challengers Bangalore,Delhi Daredevils,,,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,15,,KM Jadhav,S Ravi,VK Sharma
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,09-04-2017,Group Stage,Sunrisers Hyderabad,Gujarat Lions,,,,,Sunrisers Hyderabad,field,Gujarat Lions,Sunrisers Hyderabad,0,1,,9,Rashid Khan,A Deshmukh,NJ Llong
Mumbai,Wankhede Stadium,India,09-04-2017,Group Stage,Mumbai Indians,Kolkata Knight Riders,,,,,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,0,1,,4,N Rana,Nitin Menon,CK Nandan
Indore,Holkar Cricket Stadium,India,10-04-2017,Group Stage,Kings XI Punjab,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kings XI Punjab,0,1,,8,AR Patel,AK Chaudhary,C Shamshuddin
Pune,Maharashtra Cricket Association Stadium,India,11-04-2017,Group Stage,Rising Pune Supergiant,Delhi Daredevils,,,,,Rising Pune Supergiant,field,Delhi Daredevils,Delhi Daredevils,1,0,97,,SV Samson,AY Dandekar,S Ravi
Mumbai,Wankhede Stadium,India,12-04-2017,Group Stage,Mumbai Indians,Sunrisers Hyderabad,,,,,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,0,1,,4,JJ Bumrah,Nitin Menon,CK Nandan
Kolkata,Eden Gardens,India,13-04-2017,Group Stage,Kolkata Knight Riders,Kings XI Punjab,,,,,Kolkata Knight Riders,field,Kings XI Punjab,Kolkata Knight Riders,0,1,,8,SP Narine,A Deshmukh,NJ Llong
Bangalore,M Chinnaswamy Stadium,India,14-04-2017,Group Stage,Royal Challengers Bangalore,Mumbai Indians,,,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,4,KA Pollard,KN Ananthapadmanabhan,AK Chaudhary
Rajkot,Saurashtra Cricket Association Stadium,India,14-04-2017,Group Stage,Gujarat Lions,Rising Pune Supergiant,,,,,Gujarat Lions,field,Rising Pune Supergiant,Gujarat Lions,0,1,,7,AJ Tye,A Nand Kishore,S Ravi
Kolkata,Eden Gardens,India,15-04-2017,Group Stage,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,17,,RV Uthappa,AY Dandekar,NJ Llong
Delhi,Feroz Shah Kotla,India,15-04-2017,Group Stage,Delhi Daredevils,Kings XI Punjab,,,,,Delhi Daredevils,bat,Delhi Daredevils,Delhi Daredevils,1,0,51,,CJ Anderson,YC Barde,Nitin Menon
Mumbai,Wankhede Stadium,India,16-04-2017,Group Stage,Mumbai Indians,Gujarat Lions,,,,,Mumbai Indians,field,Gujarat Lions,Mumbai Indians,0,1,,6,N Rana,A Nand Kishore,S Ravi
Bangalore,M Chinnaswamy Stadium,India,16-04-2017,Group Stage,Royal Challengers Bangalore,Rising Pune Supergiant,,,,,Royal Challengers Bangalore,field,Rising Pune Supergiant,Rising Pune Supergiant,1,0,27,,BA Stokes,KN Ananthapadmanabhan,C Shamshuddin
Delhi,Feroz Shah Kotla,India,17-04-2017,Group Stage,Delhi Daredevils,Kolkata Knight Riders,,,,,Delhi Daredevils,bat,Delhi Daredevils,Kolkata Knight Riders,0,1,,4,NM Coulter-Nile,Nitin Menon,CK Nandan
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,17-04-2017,Group Stage,Sunrisers Hyderabad,Kings XI Punjab,,,,,Kings XI Punjab,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,5,,B Kumar,AY Dandekar,A Deshmukh
Rajkot,Saurashtra Cricket Association Stadium,India,18-04-2017,Group Stage,Gujarat Lions,Royal Challengers Bangalore,,,,,Gujarat Lions,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,21,,CH Gayle,S Ravi,VK Sharma
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,19-04-2017,Group Stage,Sunrisers Hyderabad,Delhi Daredevils,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,15,,KS Williamson,CB Gaffaney,NJ Llong
Indore,Holkar Cricket Stadium,India,20-04-2017,Group Stage,Kings XI Punjab,Mumbai Indians,,,,,Mumbai Indians,field,Kings XI Punjab,Mumbai Indians,0,1,,8,JC Buttler,M Erasmus,C Shamshuddin
Kolkata,Eden Gardens,India,21-04-2017,Group Stage,Kolkata Knight Riders,Gujarat Lions,,,,,Gujarat Lions,field,Kolkata Knight Riders,Gujarat Lions,0,1,,4,SK Raina,CB Gaffaney,Nitin Menon
Mumbai,Wankhede Stadium,India,22-04-2017,Group Stage,Mumbai Indians,Delhi Daredevils,,,,,Delhi Daredevils,field,Mumbai Indians,Mumbai Indians,1,0,14,,MJ McClenaghan,A Nand Kishore,S Ravi
Pune,Maharashtra Cricket Association Stadium,India,22-04-2017,Group Stage,Rising Pune Supergiant,Sunrisers Hyderabad,,,,,Rising Pune Supergiant,field,Sunrisers Hyderabad,Rising Pune Supergiant,0,1,,6,MS Dhoni,AY Dandekar,A Deshmukh
Rajkot,Saurashtra Cricket Association Stadium,India,23-04-2017,Group Stage,Gujarat Lions,Kings XI Punjab,,,,,Gujarat Lions,field,Kings XI Punjab,Kings XI Punjab,1,0,26,,HM Amla,AK Chaudhary,M Erasmus
Kolkata,Eden Gardens,India,23-04-2017,Group Stage,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,82,,NM Coulter-Nile,CB Gaffaney,CK Nandan
Mumbai,Wankhede Stadium,India,24-04-2017,Group Stage,Mumbai Indians,Rising Pune Supergiant,,,,,Mumbai Indians,field,Rising Pune Supergiant,Rising Pune Supergiant,1,0,3,,BA Stokes,A Nand Kishore,S Ravi
Pune,Maharashtra Cricket Association Stadium,India,26-04-2017,Group Stage,Rising Pune Supergiant,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Rising Pune Supergiant,Kolkata Knight Riders,0,1,,7,RV Uthappa,AY Dandekar,NJ Llong
Bangalore,M Chinnaswamy Stadium,India,27-04-2017,Group Stage,Royal Challengers Bangalore,Gujarat Lions,,,,,Gujarat Lions,field,Royal Challengers Bangalore,Gujarat Lions,0,1,,7,AJ Tye,AK Chaudhary,C Shamshuddin
