City,Venue,Date,Team 1,Team 2,Team 1 Captain,Team 2 Captain,Toss Winner,Decision,Opening Team,Winner,By Runs,By Wickets,Run Won By,Wickets Won By,Player of the Match,Umpire 1,Umpire 2
Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,58,,M Vijay,Asad Rauf,SJA Taufel
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-04,Chennai Super Kings,Mumbai Indians,,,Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,0,1,,8,RE Levi,JD Cloete,SJA Taufel
Kolkata,Eden Gardens,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,,,Delhi Daredevils,field,Kolkata Knight Riders,Delhi Daredevils,0,1,,8,IK Pathan,S Asnani,HDPK Dharmasena
Mumbai,Wankhede Stadium,2012-04-06,Mumbai Indians,Pune Warriors,,,Mumbai Indians,field,Pune Warriors,Pune Warriors,1,0,28,,SPD Smith,AK Chaudhary,SJA Taufel
Jaipur,Sawai Mansingh Stadium,2012-04-06,Rajasthan Royals,Kings XI Punjab,,,Kings XI Punjab,field,Rajasthan Royals,Rajasthan Royals,1,0,31,,AM Rahane,BF Bowden,SK Tarapore
Bangalore,M Chinnaswamy Stadium,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,,,Delhi Daredevils,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,20,,AB de Villiers,S Asnani,S Ravi
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,Deccan Chargers,Chennai Super Kings,,,Deccan Chargers,field,Chennai Super Kings,Chennai Super Kings,1,0,74,,RA Jadeja,JD Cloete,HDPK Dharmasena
Jaipur,Sawai Mansingh Stadium,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Rajasthan Royals,Rajasthan Royals,1,0,22,,BJ Hodge,BF Bowden,VA Kulkarni
Pune,Subrata Roy Sahara Stadium,2012-04-08,Pune Warriors,Kings XI Punjab,,,Pune Warriors,bat,Pune Warriors,Pune Warriors,1,0,22,,MN Samuels,S Das,SJA Taufel
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,Deccan Chargers,Mumbai Indians,,,Deccan Chargers,bat,Deccan Chargers,Mumbai Indians,0,1,,5,RG Sharma,AK Chaudhary,JD Cloete
Bangalore,M Chinnaswamy Stadium,2012-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,42,,L Balaji,S Ravi,RJ Tucker
Delhi,Feroz Shah Kotla,2012-04-10,Delhi Daredevils,Chennai Super Kings,,,Delhi Daredevils,field,Chennai Super Kings,Delhi Daredevils,0,1,,8,M Morkel,Asad Rauf,SK Tarapore
Mumbai,Wankhede Stadium,2012-04-11,Mumbai Indians,Rajasthan Royals,,,Rajasthan Royals,field,Mumbai Indians,Mumbai Indians,1,0,27,,KA Pollard,Aleem Dar,BNJ Oxenford
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-12,Chennai Super Kings,Royal Challengers Bangalore,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,0,1,,5,F du Plessis,HDPK Dharmasena,RJ Tucker
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-12,Kings XI Punjab,Pune Warriors,,,Kings XI Punjab,field,Pune Warriors,Kings XI Punjab,0,1,,7,AD Mascarenhas,VA Kulkarni,SK Tarapore
Kolkata,Eden Gardens,2012-04-13,Kolkata Knight Riders,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,0,1,,5,Shakib Al Hasan,Asad Rauf,S Asnani
Delhi,Feroz Shah Kotla,2012-04-19,Delhi Daredevils,Deccan Chargers,,,Deccan Chargers,bat,Deccan Chargers,Delhi Daredevils,0,1,,5,KP Pietersen,BF Bowden,SK Tarapore
Pune,Subrata Roy Sahara Stadium,2012-04-14,Pune Warriors,Chennai Super Kings,,,Chennai Super Kings,bat,Chennai Super Kings,Pune Warriors,0,1,,7,JD Ryder,Aleem Dar,BNJ Oxenford
Kolkata,Eden Gardens,2012-04-15,Kolkata Knight Riders,Kings XI Punjab,,,Kolkata Knight Riders,field,Kings XI Punjab,Kings XI Punjab,1,0,2,,SP Narine,Asad Rauf,S Asnani
Bangalore,M Chinnaswamy Stadium,2012-04-15,Royal Challengers Bangalore,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,59,,AM Rahane,JD Cloete,RJ Tucker
Mumbai,Wankhede Stadium,2012-04-16,Mumbai Indians,Delhi Daredevils,,,Delhi Daredevils,field,Mumbai Indians,Delhi Daredevils,0,1,,7,S Nadeem,BF Bowden,SK Tarapore
Jaipur,Sawai Mansingh Stadium,2012-04-17,Rajasthan Royals,Deccan Chargers,,,Deccan Chargers,bat,Deccan Chargers,Rajasthan Royals,0,1,,5,BJ Hodge,Aleem Dar,BNJ Oxenford
Bangalore,M Chinnaswamy Stadium,2012-04-17,Royal Challengers Bangalore,Pune Warriors,,,Pune Warriors,bat,Pune Warriors,Royal Challengers Bangalore,0,1,,6,CH Gayle,S Asnani,S Das
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-18,Kings XI Punjab,Kolkata Knight Riders,,,Kings XI Punjab,bat,Kings XI Punjab,Kolkata Knight Riders,0,1,,8,G Gambhir,JD Cloete,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-10,Deccan Chargers,Delhi Daredevils,,,Deccan Chargers,bat,Deccan Chargers,Delhi Daredevils,0,1,,9,DA Warner,JD Cloete,SJA Taufel
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-19,Chennai Super Kings,Pune Warriors,,,Pune Warriors,field,Chennai Super Kings,Chennai Super Kings,1,0,13,,KMDN Kulasekara,Asad Rauf,S Das
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Kings XI Punjab,Royal Challengers Bangalore,0,1,,5,CH Gayle,S Ravi,RJ Tucker
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-21,Chennai Super Kings,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,0,1,,7,F du Plessis,Aleem Dar,BNJ Oxenford
Delhi,Feroz Shah Kotla,2012-04-21,Delhi Daredevils,Pune Warriors,,,Delhi Daredevils,field,Pune Warriors,Pune Warriors,1,0,20,,SC Ganguly,Asad Rauf,S Das
Mumbai,Wankhede Stadium,2012-04-22,Mumbai Indians,Kings XI Punjab,,,Mumbai Indians,bat,Mumbai Indians,Kings XI Punjab,0,1,,6,SE Marsh,S Ravi,RJ Tucker
Cuttack,Barabati Stadium,2012-04-22,Deccan Chargers,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Deccan Chargers,Kolkata Knight Riders,0,1,,5,B Lee,BF Bowden,SK Tarapore
Jaipur,Sawai Mansingh Stadium,2012-04-23,Rajasthan Royals,Royal Challengers Bangalore,,,Rajasthan Royals,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,46,,AB de Villiers,Asad Rauf,S Asnani
Pune,Subrata Roy Sahara Stadium,2012-04-24,Pune Warriors,Delhi Daredevils,,,Pune Warriors,bat,Pune Warriors,Delhi Daredevils,0,1,,8,V Sehwag,S Ravi,RJ Tucker
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-25,Kings XI Punjab,Mumbai Indians,,,Kings XI Punjab,bat,Kings XI Punjab,Mumbai Indians,0,1,,4,AT Rayudu,Aleem Dar,BNJ Oxenford
Pune,Subrata Roy Sahara Stadium,2012-04-26,Pune Warriors,Deccan Chargers,,,Deccan Chargers,bat,Deccan Chargers,Deccan Chargers,1,0,18,,CL White,S Ravi,RJ Tucker
Delhi,Feroz Shah Kotla,2012-04-27,Delhi Daredevils,Mumbai Indians,,,Mumbai Indians,field,Delhi Daredevils,Delhi Daredevils,1,0,37,,V Sehwag,Aleem Dar,BNJ Oxenford
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-28,Chennai Super Kings,Kings XI Punjab,,,Kings XI Punjab,bat,Kings XI Punjab,Kings XI Punjab,1,0,7,,Mandeep Singh,BF Bowden,SK Tarapore
Kolkata,Eden Gardens,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,47,,G Gambhir,Asad Rauf,BR Doctrove
Delhi,Feroz Shah Kotla,2012-04-29,Delhi Daredevils,Rajasthan Royals,,,Delhi Daredevils,bat,Delhi Daredevils,Delhi Daredevils,1,0,1,,V Sehwag,S Ravi,RJ Tucker
Mumbai,Wankhede Stadium,2012-04-29,Mumbai Indians,Deccan Chargers,,,Mumbai Indians,field,Deccan Chargers,Mumbai Indians,0,1,,5,DW Steyn,AK Chaudhary,BNJ Oxenford
Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-30,Chennai Super Kings,Kolkata Knight Riders,,,Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,0,1,,5,G Gambhir,BF Bowden,C Shamshuddin
Cuttack,Barabati Stadium,2012-05-01,Deccan Chargers,Pune Warriors,,,Deccan Chargers,bat,Deccan Chargers,Deccan Chargers,1,0,13,,KC Sangakkara,Aleem Dar,AK Chaudhary
Jaipur,Sawai Mansingh Stadium,2012-05-01,Rajasthan Royals,Delhi Daredevils,,,Rajasthan Royals,bat,Rajasthan Royals,Delhi Daredevils,0,1,,6,P Negi,JD Cloete,SJA Taufel
Bangalore,M Chinnaswamy Stadium,2012-05-02,Royal Challengers Bangalore,Kings XI Punjab,,,Kings XI Punjab,field,Royal Challengers Bangalore,Kings XI Punjab,0,1,,4,Azhar Mahmood,BF Bowden,C Shamshuddin
Pune,Subrata Roy Sahara Stadium,2012-05-03,Pune Warriors,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,1,,SL Malinga,Asad Rauf,S Asnani
Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-04,Chennai Super Kings,Deccan Chargers,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,10,,SK Raina,HDPK Dharmasena,BNJ Oxenford
Kolkata,Eden Gardens,2012-05-05,Kolkata Knight Riders,Pune Warriors,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,7,,SP Narine,BF Bowden,SK Tarapore
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-05-05,Kings XI Punjab,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,43,,SR Watson,JD Cloete,SJA Taufel
Mumbai,Wankhede Stadium,2012-05-06,Mumbai Indians,Chennai Super Kings,,,Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,0,1,,2,DR Smith,Asad Rauf,S Asnani
Bangalore,M Chinnaswamy Stadium,2012-05-06,Royal Challengers Bangalore,Deccan Chargers,,,Royal Challengers Bangalore,field,Deccan Chargers,Royal Challengers Bangalore,0,1,,5,AB de Villiers,HDPK Dharmasena,BNJ Oxenford
Delhi,Feroz Shah Kotla,2012-05-07,Delhi Daredevils,Kolkata Knight Riders,,,Delhi Daredevils,bat,Delhi Daredevils,Kolkata Knight Riders,0,1,,6,JH Kallis,JD Cloete,S Ravi
Pune,Subrata Roy Sahara Stadium,2012-05-08,Pune Warriors,Rajasthan Royals,,,Pune Warriors,bat,Pune Warriors,Rajasthan Royals,0,1,,7,SR Watson,Asad Rauf,BR Doctrove
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-08,Deccan Chargers,Kings XI Punjab,,,Deccan Chargers,field,Kings XI Punjab,Kings XI Punjab,1,0,25,,Mandeep Singh,HDPK Dharmasena,BNJ Oxenford
Mumbai,Wankhede Stadium,2012-05-09,Mumbai Indians,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,0,1,,9,CH Gayle,BF Bowden,VA Kulkarni
Jaipur,Sawai Mansingh Stadium,2012-05-10,Rajasthan Royals,Chennai Super Kings,,,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,0,1,,4,BW Hilfenhaus,BNJ Oxenford,C Shamshuddin
Pune,Subrata Roy Sahara Stadium,2012-05-11,Pune Warriors,Royal Challengers Bangalore,,,Pune Warriors,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,35,,CH Gayle,BF Bowden,SK Tarapore
Kolkata,Eden Gardens,2012-05-12,Kolkata Knight Riders,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,27,,RG Sharma,S Ravi,SJA Taufel
Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-12,Chennai Super Kings,Delhi Daredevils,,,Chennai Super Kings,field,Delhi Daredevils,Chennai Super Kings,0,1,,9,BW Hilfenhaus,S Das,BR Doctrove
Jaipur,Sawai Mansingh Stadium,2012-05-13,Rajasthan Royals,Pune Warriors,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,45,,A Chandila,BF Bowden,SK Tarapore
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-05-13,Kings XI Punjab,Deccan Chargers,,,Deccan Chargers,bat,Deccan Chargers,Kings XI Punjab,0,1,,4,DJ Hussey,HDPK Dharmasena,BNJ Oxenford
Bangalore,M Chinnaswamy Stadium,2012-05-14,Royal Challengers Bangalore,Mumbai Indians,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,5,AT Rayudu,S Das,BR Doctrove
Kolkata,Eden Gardens,2012-05-14,Kolkata Knight Riders,Chennai Super Kings,,,Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,0,1,,5,MEK Hussey,JD Cloete,SJA Taufel
Delhi,Feroz Shah Kotla,2012-05-15,Delhi Daredevils,Kings XI Punjab,,,Kings XI Punjab,bat,Kings XI Punjab,Delhi Daredevils,0,1,,5,UT Yadav,HDPK Dharmasena,BNJ Oxenford
Mumbai,Wankhede Stadium,2012-05-16,Mumbai Indians,Kolkata Knight Riders,,,Mumbai Indians,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,32,,SP Narine,S Das,BR Doctrove
Dharamsala,Himachal Pradesh Cricket Association Stadium,2012-05-17,Kings XI Punjab,Chennai Super Kings,,,Kings XI Punjab,field,Chennai Super Kings,Kings XI Punjab,0,1,,6,AC Gilchrist,VA Kulkarni,SK Tarapore
Delhi,Feroz Shah Kotla,2012-05-17,Delhi Daredevils,Royal Challengers Bangalore,,,Delhi Daredevils,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,21,,CH Gayle,HDPK Dharmasena,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-18,Deccan Chargers,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Deccan Chargers,0,1,,5,DW Steyn,S Ravi,SJA Taufel
Dharamsala,Himachal Pradesh Cricket Association Stadium,2012-05-19,Kings XI Punjab,Delhi Daredevils,,,Delhi Daredevils,field,Kings XI Punjab,Delhi Daredevils,0,1,,6,UT Yadav,BF Bowden,VA Kulkarni
Pune,Subrata Roy Sahara Stadium,2012-05-19,Pune Warriors,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,34,,Shakib Al Hasan,S Asnani,BR Doctrove
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-20,Deccan Chargers,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Deccan Chargers,Deccan Chargers,1,0,9,,DW Steyn,S Ravi,SJA Taufel
Jaipur,Sawai Mansingh Stadium,2012-05-20,Rajasthan Royals,Mumbai Indians,,,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,0,1,,10,DR Smith,HDPK Dharmasena,C Shamshuddin
Pune,Subrata Roy Sahara Stadium,2012-05-22,Delhi Daredevils,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,18,,YK Pathan,BR Doctrove,SJA Taufel
Bangalore,M Chinnaswamy Stadium,2012-05-23,Chennai Super Kings,Mumbai Indians,,,Mumbai Indians,field,Chennai Super Kings,Chennai Super Kings,1,0,38,,MS Dhoni,BF Bowden,HDPK Dharmasena
Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-25,Delhi Daredevils,Chennai Super Kings,,,Delhi Daredevils,field,Chennai Super Kings,Chennai Super Kings,1,0,86,,M Vijay,BR Doctrove,SJA Taufel
Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-27,Kolkata Knight Riders,Chennai Super Kings,,,Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,0,1,,5,MS Bisla,BF Bowden,SJA Taufel
Kolkata,Eden Gardens,2013-04-03,Kolkata Knight Riders,Delhi Daredevils,,,Kolkata Knight Riders,field,Delhi Daredevils,Kolkata Knight Riders,0,1,,6,SP Narine,S Ravi,SJA Taufel
Bangalore,M Chinnaswamy Stadium,2013-04-04,Royal Challengers Bangalore,Mumbai Indians,,,Mumbai Indians,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,2,,CH Gayle,VA Kulkarni,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-05,Sunrisers Hyderabad,Pune Warriors,,,Pune Warriors,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,22,,A Mishra,S Ravi,SJA Taufel
Delhi,Feroz Shah Kotla,2013-04-06,Delhi Daredevils,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,5,,R Dravid,S Das,C Shamshuddin
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-06,Chennai Super Kings,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,9,,KA Pollard,M Erasmus,VA Kulkarni
Pune,Subrata Roy Sahara Stadium,2013-04-07,Pune Warriors,Kings XI Punjab,,,Pune Warriors,bat,Pune Warriors,Kings XI Punjab,0,1,,8,M Vohra,S Asnani,SJA Taufel
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-07,Sunrisers Hyderabad,Royal Challengers Bangalore,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Tied,,,,,GH Vihari,AK Chaudhary,S Ravi
Jaipur,Sawai Mansingh Stadium,2013-04-08,Rajasthan Royals,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Rajasthan Royals,Rajasthan Royals,1,0,19,,SK Trivedi,Aleem Dar,S Das
Mumbai,Wankhede Stadium,2013-04-09,Mumbai Indians,Delhi Daredevils,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,44,,KD Karthik,M Erasmus,VA Kulkarni
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-10,Kings XI Punjab,Chennai Super Kings,,,Chennai Super Kings,field,Kings XI Punjab,Chennai Super Kings,0,1,,10,MEK Hussey,Aleem Dar,C Shamshuddin
Bangalore,M Chinnaswamy Stadium,2013-04-11,Royal Challengers Bangalore,Kolkata Knight Riders,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,,8,CH Gayle,Asad Rauf,AK Chaudhary
Pune,Subrata Roy Sahara Stadium,2013-04-11,Pune Warriors,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Pune Warriors,0,1,,7,AJ Finch,M Erasmus,K Srinath
Delhi,Feroz Shah Kotla,2013-04-12,Delhi Daredevils,Sunrisers Hyderabad,,,Delhi Daredevils,bat,Delhi Daredevils,Sunrisers Hyderabad,0,1,,3,A Mishra,Aleem Dar,Subroto Das
Mumbai,Wankhede Stadium,2013-04-13,Mumbai Indians,Pune Warriors,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,41,,RG Sharma,S Ravi,SJA Taufel
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-13,Chennai Super Kings,Royal Challengers Bangalore,,,Chennai Super Kings,field,Royal Challengers Bangalore,Chennai Super Kings,0,1,,4,RA Jadeja,Asad Rauf,AK Chaudhary
Kolkata,Eden Gardens,2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,48,,G Gambhir,M Erasmus,VA Kulkarni
Jaipur,Sawai Mansingh Stadium,2013-04-14,Rajasthan Royals,Kings XI Punjab,,,Rajasthan Royals,field,Kings XI Punjab,Rajasthan Royals,0,1,,6,JP Faulkner,Aleem Dar,C Shamshuddin
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-15,Chennai Super Kings,Pune Warriors,,,Pune Warriors,bat,Pune Warriors,Pune Warriors,1,0,24,,SPD Smith,Asad Rauf,AK Chaudhary
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-16,Kings XI Punjab,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Kings XI Punjab,Kings XI Punjab,1,0,4,,MS Gony,CK Nandan,SJA Taufel
Bangalore,M Chinnaswamy Stadium,2013-04-16,Royal Challengers Bangalore,Delhi Daredevils,,,Royal Challengers Bangalore,field,Delhi Daredevils,Tied,,,,,V Kohli,M Erasmus,VA Kulkarni
Pune,Subrata Roy Sahara Stadium,2013-04-17,Pune Warriors,Sunrisers Hyderabad,,,Pune Warriors,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,11,,A Mishra,Asad Rauf,AK Chaudhary
Jaipur,Sawai Mansingh Stadium,2013-04-17,Rajasthan Royals,Mumbai Indians,,,Rajasthan Royals,bat,Rajasthan Royals,Rajasthan Royals,1,0,87,,AM Rahane,Aleem Dar,C Shamshuddin
Delhi,Feroz Shah Kotla,2013-04-18,Delhi Daredevils,Chennai Super Kings,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,86,,MEK Hussey,M Erasmus,VA Kulkarni
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-19,Sunrisers Hyderabad,Kings XI Punjab,,,Kings XI Punjab,bat,Kings XI Punjab,Sunrisers Hyderabad,0,1,,5,GH Vihari,HDPK Dharmasena,CK Nandan
Kolkata,Eden Gardens,2013-04-20,Kolkata Knight Riders,Chennai Super Kings,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Chennai Super Kings,0,1,,4,RA Jadeja,Asad Rauf,AK Chaudhary
Bangalore,M Chinnaswamy Stadium,2013-04-20,Royal Challengers Bangalore,Rajasthan Royals,,,Royal Challengers Bangalore,field,Rajasthan Royals,Royal Challengers Bangalore,0,1,,7,R Vinay Kumar,Aleem Dar,C Shamshuddin
Delhi,Feroz Shah Kotla,2013-04-21,Delhi Daredevils,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Delhi Daredevils,0,1,,9,V Sehwag,HDPK Dharmasena,S Ravi
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-21,Kings XI Punjab,Pune Warriors,,,Kings XI Punjab,field,Pune Warriors,Kings XI Punjab,0,1,,7,DA Miller,M Erasmus,K Srinath
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-22,Chennai Super Kings,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,0,1,,5,MEK Hussey,S Asnani,AK Chaudhary
Bangalore,M Chinnaswamy Stadium,2013-04-23,Royal Challengers Bangalore,Pune Warriors,,,Pune Warriors,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,130,,CH Gayle,Aleem Dar,C Shamshuddin
Dharamsala,Himachal Pradesh Cricket Association Stadium,2013-05-16,Kings XI Punjab,Delhi Daredevils,,,Delhi Daredevils,field,Kings XI Punjab,Kings XI Punjab,1,0,7,,DA Miller,HDPK Dharmasena,S Ravi
Kolkata,Eden Gardens,2013-04-24,Kolkata Knight Riders,Mumbai Indians,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,0,1,,5,DR Smith,HDPK Dharmasena,S Ravi
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-25,Chennai Super Kings,Sunrisers Hyderabad,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,0,1,,5,MS Dhoni,Aleem Dar,S Das
Kolkata,Eden Gardens,2013-04-26,Kolkata Knight Riders,Kings XI Punjab,,,Kings XI Punjab,bat,Kings XI Punjab,Kolkata Knight Riders,0,1,,6,JH Kallis,CK Nandan,S Ravi
Jaipur,Sawai Mansingh Stadium,2013-04-27,Rajasthan Royals,Sunrisers Hyderabad,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,0,1,,8,JP Faulkner,VA Kulkarni,K Srinath
Mumbai,Wankhede Stadium,2013-04-27,Mumbai Indians,Royal Challengers Bangalore,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,58,,DR Smith,Asad Rauf,S Asnani
Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-28,Chennai Super Kings,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Chennai Super Kings,Chennai Super Kings,1,0,14,,MEK Hussey,Aleem Dar,SJA Taufel
Raipur,Shaheed Veer Narayan Singh International Stadium,2013-04-28,Delhi Daredevils,Pune Warriors,,,Pune Warriors,field,Delhi Daredevils,Delhi Daredevils,1,0,15,,DA Warner,CK Nandan,S Ravi
Jaipur,Sawai Mansingh Stadium,2013-04-29,Rajasthan Royals,Royal Challengers Bangalore,,,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,0,1,,4,SV Samson,M Erasmus,K Srinath
Mumbai,Wankhede Stadium,2013-04-29,Mumbai Indians,Kings XI Punjab,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,4,,RG Sharma,Asad Rauf,AK Chaudhary
Pune,Subrata Roy Sahara Stadium,2013-04-30,Pune Warriors,Chennai Super Kings,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,37,,MS Dhoni,S Das,SJA Taufel
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-01,Sunrisers Hyderabad,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,0,1,,7,I Sharma,Asad Rauf,S Asnani
Raipur,Shaheed Veer Narayan Singh International Stadium,2013-05-01,Delhi Daredevils,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Delhi Daredevils,0,1,,7,DA Warner,HDPK Dharmasena,CK Nandan
Chennai,"MA Chidambaram Stadium, Chepauk",2013-05-02,Chennai Super Kings,Kings XI Punjab,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,15,,SK Raina,M Erasmus,VA Kulkarni
Pune,Subrata Roy Sahara Stadium,2013-05-02,Pune Warriors,Royal Challengers Bangalore,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,17,,AB de Villiers,Aleem Dar,C Shamshuddin
Kolkata,Eden Gardens,2013-05-03,Kolkata Knight Riders,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,0,1,,8,YK Pathan,HDPK Dharmasena,CK Nandan
